player_id,player_name,Latest_Year,off_poss,def_poss,possessions,box_oVPM_TS,box_oVPM_TOV,box_oVPM_SC,box_dVPM_TS,box_dVPM_TOV,box_dVPM_SC,box_off,box_def,box_net,source_box_off_gap,source_box_def_gap,source_box_net_gap
202710,Jimmy Butler,2026,17969,17967,35936,1.771711024431132,0.711454430453749,0.4968695093474404,-0.0444965611136138,0.8040339676192204,0.0680858799002186,2.9800349642323214,0.8276232864058253,3.8076582506381467,-4.440892098500626e-16,1.1102230246251565e-16,-4.440892098500626e-16
2544,LeBron James,2026,22353,22386,44739,3.5842600450218765,0.1056381392333011,-0.8403899527615694,0.7425587090993454,-0.0804716150174319,0.120557482797631,2.8495082314936084,0.7826445768795445,3.632152808373153,-4.440892098500626e-16,0.0,-8.881784197001252e-16
1630595,Cade Cunningham,2026,18918,18912,37830,2.2516281917319065,0.3345446516881595,-0.2635215796401246,1.0642471508353124,-0.3103234337136658,0.4346260048348853,2.3226512637799415,1.188549721956532,3.5112009857364734,0.0,0.0,0.0
1627734,Domantas Sabonis,2026,21983,21881,43864,2.1880971504985642,-0.8807962111001213,0.657607586778151,0.3274249868942769,-0.8556520271691157,2.0270183837207063,1.964908526176594,1.4987913434458675,3.4636998696224612,0.0,0.0,0.0
203497,Rudy Gobert,2026,23298,23298,46596,-0.49678092598134344,-1.269058977312315,1.278240858869078,4.029424351729798,-1.0253608470192472,0.9274445293115752,-0.4875990444245806,3.9315080340221256,3.4439089895975448,0.0,0.0,0.0
1630217,Desmond Bane,2026,21809,21706,43515,1.92974152302649,0.3364556318409757,0.1372623429310147,0.9934941969427193,0.0153546929869119,-0.0973291064674057,2.4034594977984804,0.9115197834622256,3.314979281260706,0.0,0.0,0.0
1628392,Isaiah Hartenstein,2026,15120,15103,30223,-0.784606656116916,-1.0070853751577191,1.6400707710643458,2.332914186130859,0.1192606362135505,0.9726246508159708,-0.15162126021028932,3.4247994731603804,3.273178212950091,3.885780586188048e-16,0.0,4.440892098500626e-16
1642270,Donovan Clingan,2026,7097,7096,14193,-2.1055802069141536,-0.6106329528291519,3.844781617729242,2.901868861152013,-1.1787452138542014,0.4204277391240506,1.1285684579859367,2.1435513864218625,3.2721198444077992,0.0,0.0,0.0
1627936,Alex Caruso,2026,13751,13749,27500,-0.186953950834917,-0.1053450667239332,-0.3883650349783537,1.7271436086648135,2.256924440226128,-0.0685194334045522,-0.6806640525372039,3.9155486154863897,3.234884562949186,0.0,4.440892098500626e-16,8.881784197001252e-16
1642851,Kon Knueppel,2026,5139,5134,10273,2.307112172542623,-0.3863012037963551,0.7335386598868744,1.2747877393481266,-0.6346234262130042,-0.0934445385626851,2.6543496286331423,0.5467197745724374,3.2010694032055795,0.0,1.1102230246251565e-16,0.0
