player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_SQ,oALT_MAKE,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_SQ,dALT_MAKE,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
203110,Draymond Green,2026,0.79,0.53,0.74,-0.21,0.26,-0.96,-1.31,0.35,-1.38,1.01,0.46,0.82,-0.36,0.55,0.3,0.33,-0.02,0.19,-0.17,1.31,-1.55,1.5,-0.05,-0.0,17287,8635,8652
1630183,Jaden McDaniels,2026,-0.94,-0.83,0.22,-1.05,-0.11,0.1,0.3,-0.2,0.07,1.43,1.15,0.46,0.69,0.28,-0.36,-0.27,-0.09,-0.36,-0.84,1.07,-0.77,0.71,-0.05,0.01,21720,10831,10889
1631246,Vince Williams Jr.,2026,-0.16,-0.12,-0.02,-0.1,-0.04,-0.21,0.01,-0.22,-0.13,0.65,0.63,-0.02,0.65,0.02,-0.21,-0.17,-0.03,0.0,-0.37,0.44,-0.5,0.44,-0.06,-0.0,5626,2807,2819
1631098,Johnny Davis,2026,-0.39,-0.43,-0.07,-0.36,0.04,0.09,0.05,0.06,-0.3,0.79,0.66,0.26,0.4,0.13,0.13,-0.22,0.36,-0.39,-0.3,0.92,-0.6,0.53,-0.07,0.0,1019,509,510
1631222,Jake LaRavia,2026,1.36,1.1,0.4,0.7,0.26,-0.64,-0.31,-0.32,0.81,-1.55,-1.2,-0.32,-0.88,-0.35,0.79,0.41,0.38,-0.85,0.72,-0.76,1.53,-1.61,-0.08,-0.0,13851,6904,6947
1630696,Dru Smith,2026,-2.44,-2.5,-0.38,-2.12,0.06,-0.28,-0.23,-0.05,0.77,1.11,1.23,0.48,0.75,-0.12,1.25,0.44,0.8,-0.5,-2.72,2.36,-1.95,1.86,-0.09,-0.0,5960,2965,2995
203084,Harrison Barnes,2026,0.73,0.51,0.0,0.51,0.22,0.71,0.51,0.2,-0.5,-0.2,-1.02,-0.15,-0.87,0.82,-0.54,0.02,-0.56,-0.29,1.44,-0.74,0.94,-1.03,-0.09,0.0,17229,8646,8583
1642278,Tyler Kolek,2026,0.37,0.67,0.09,0.58,-0.3,-0.68,-0.32,-0.36,-0.96,1.58,1.45,0.36,1.09,0.13,-0.31,-0.35,0.03,-0.1,-0.31,1.27,-1.27,1.17,-0.11,-0.01,4067,2034,2033
1642914,Javon Small,2026,0.26,0.09,0.04,0.05,0.17,0.17,0.02,0.16,0.5,-0.61,-0.4,-0.45,0.05,-0.21,0.69,0.27,0.42,-1.15,0.43,0.08,0.93,-1.07,-0.14,-0.0,3473,1735,1738
1642346,Ryan Dunn,2026,-2.2,-1.62,0.38,-2.0,-0.58,0.14,0.23,-0.09,1.12,1.09,1.29,0.37,0.92,-0.2,-0.09,-0.1,0.01,-0.2,-2.06,1.0,-0.94,0.8,-0.14,-0.0,10899,5380,5519
